ID	Gene	d2.1_1	d2.2_1	d2.3_1	d30.1_1	d30.2_1	d30.3_1
P5265_enhancer_mutagenesis_535_TtoC	enhancer_mutagenesis_535_TtoC	1775	3930	848	2018	1315	811
P5266_enhancer_mutagenesis_535_TtoG	enhancer_mutagenesis_535_TtoG	1171	1897	1316	2331	10748	2042
P5267_enhancer_mutagenesis_536_GtoA	enhancer_mutagenesis_536_GtoA	379	1174	89	767	1045	959
P5268_enhancer_mutagenesis_536_GtoT	enhancer_mutagenesis_536_GtoT	517	12	35	8	43	12
P5269_enhancer_mutagenesis_536_GtoC	enhancer_mutagenesis_536_GtoC	1315	1571	188	232	130	276
P5270_enhancer_mutagenesis_536_GtoA	enhancer_mutagenesis_536_GtoA	470	956	309	1278	943	947
P5271_enhancer_mutagenesis_536_GtoT	enhancer_mutagenesis_536_GtoT	272	640	77	383	99	630
P5272_enhancer_mutagenesis_536_GtoC	enhancer_mutagenesis_536_GtoC	234	718	133	1042	546	375
P5273_enhancer_mutagenesis_536_GtoA	enhancer_mutagenesis_536_GtoA	593	520	218	494	189	253
P5274_enhancer_mutagenesis_536_GtoT	enhancer_mutagenesis_536_GtoT	1694	2689	1748	1605	3377	807
P5275_enhancer_mutagenesis_536_GtoC	enhancer_mutagenesis_536_GtoC	637	707	250	384	181	469
P5276_enhancer_mutagenesis_537_GtoA	enhancer_mutagenesis_537_GtoA	651	49	31	61	381	1404
P5277_enhancer_mutagenesis_537_GtoT	enhancer_mutagenesis_537_GtoT	22	61	35	8	25	1135
P5278_enhancer_mutagenesis_537_GtoC	enhancer_mutagenesis_537_GtoC	54	146	21	138	53	15
P5279_enhancer_mutagenesis_537_GtoA	enhancer_mutagenesis_537_GtoA	621	1637	290	2482	2106	1415
P5280_enhancer_mutagenesis_537_GtoT	enhancer_mutagenesis_537_GtoT	140	693	59	164	425	119
P5281_enhancer_mutagenesis_537_GtoC	enhancer_mutagenesis_537_GtoC	406	726	78	1994	340	722
P5282_enhancer_mutagenesis_537_GtoA	enhancer_mutagenesis_537_GtoA	387	1326	382	1282	487	178
P5283_enhancer_mutagenesis_537_GtoT	enhancer_mutagenesis_537_GtoT	3013	2747	710	1623	1493	488
P5284_enhancer_mutagenesis_537_GtoC	enhancer_mutagenesis_537_GtoC	440	626	678	582	873	650
P5285_enhancer_mutagenesis_538_GtoA	enhancer_mutagenesis_538_GtoA	64	121	27	52	8	1374
P5286_enhancer_mutagenesis_538_GtoT	enhancer_mutagenesis_538_GtoT	343	53	1246	22	1	1
P5287_enhancer_mutagenesis_538_GtoC	enhancer_mutagenesis_538_GtoC	341	979	25	41	91	2425
P5288_enhancer_mutagenesis_538_GtoA	enhancer_mutagenesis_538_GtoA	2433	2984	381	2969	2593	2172
P5289_enhancer_mutagenesis_538_GtoT	enhancer_mutagenesis_538_GtoT	2	8	1	10	5	5
P5290_enhancer_mutagenesis_538_GtoC	enhancer_mutagenesis_538_GtoC	251	459	75	2679	447	264
P5291_enhancer_mutagenesis_538_GtoA	enhancer_mutagenesis_538_GtoA	1138	2200	460	1356	1130	7930
P5292_enhancer_mutagenesis_538_GtoT	enhancer_mutagenesis_538_GtoT	1112	1017	97	492	485	203
P5293_enhancer_mutagenesis_538_GtoC	enhancer_mutagenesis_538_GtoC	191	170	256	191	928	294
P5294_enhancer_mutagenesis_539_TtoA	enhancer_mutagenesis_539_TtoA	13	17	5	23	5	6
P5295_enhancer_mutagenesis_539_TtoC	enhancer_mutagenesis_539_TtoC	731	1224	72	983	158	179
P5296_enhancer_mutagenesis_539_TtoG	enhancer_mutagenesis_539_TtoG	1635	148	64	269	3523	2855
P5297_enhancer_mutagenesis_539_TtoA	enhancer_mutagenesis_539_TtoA	344	1424	240	3345	1461	1732
P5298_enhancer_mutagenesis_539_TtoC	enhancer_mutagenesis_539_TtoC	1365	5786	314	2528	2926	3617
P5299_enhancer_mutagenesis_539_TtoG	enhancer_mutagenesis_539_TtoG	2242	1937	334	3027	1921	1774
P5300_enhancer_mutagenesis_539_TtoA	enhancer_mutagenesis_539_TtoA	246	1074	323	821	412	1889
P5301_enhancer_mutagenesis_539_TtoC	enhancer_mutagenesis_539_TtoC	378	1669	223	1224	725	1531
P5302_enhancer_mutagenesis_539_TtoG	enhancer_mutagenesis_539_TtoG	1047	2324	496	2692	1797	589
P5303_enhancer_mutagenesis_540_CtoA	enhancer_mutagenesis_540_CtoA	857	152	196	58	217	1724
P5304_enhancer_mutagenesis_540_CtoT	enhancer_mutagenesis_540_CtoT	260	54	34	43	33	23
P5305_enhancer_mutagenesis_540_CtoG	enhancer_mutagenesis_540_CtoG	33	104	17	19	7	13
P5306_enhancer_mutagenesis_540_CtoA	enhancer_mutagenesis_540_CtoA	912	2263	157	1647	387	452
P5307_enhancer_mutagenesis_540_CtoT	enhancer_mutagenesis_540_CtoT	250	272	38	122	47	745
P5308_enhancer_mutagenesis_540_CtoG	enhancer_mutagenesis_540_CtoG	643	1706	72	1950	1436	1115
P5309_enhancer_mutagenesis_540_CtoA	enhancer_mutagenesis_540_CtoA	657	1669	290	594	1009	291
P5310_enhancer_mutagenesis_540_CtoT	enhancer_mutagenesis_540_CtoT	245	254	196	1180	303	216
P5311_enhancer_mutagenesis_540_CtoG	enhancer_mutagenesis_540_CtoG	1944	4385	981	2649	3462	1341
P5312_enhancer_mutagenesis_541_CtoA	enhancer_mutagenesis_541_CtoA	973	857	1745	31	264	21
P5313_enhancer_mutagenesis_541_CtoT	enhancer_mutagenesis_541_CtoT	358	2534	170	669	38	16
P5314_enhancer_mutagenesis_541_CtoG	enhancer_mutagenesis_541_CtoG	68	86	44	26	33	65
P5315_enhancer_mutagenesis_541_CtoA	enhancer_mutagenesis_541_CtoA	968	1650	323	1697	1035	2300
P5316_enhancer_mutagenesis_541_CtoT	enhancer_mutagenesis_541_CtoT	853	971	323	786	226	597
P5317_enhancer_mutagenesis_541_CtoG	enhancer_mutagenesis_541_CtoG	1449	2751	515	2803	1038	3927
P5318_enhancer_mutagenesis_541_CtoA	enhancer_mutagenesis_541_CtoA	762	2036	780	1477	1441	718
P5319_enhancer_mutagenesis_541_CtoT	enhancer_mutagenesis_541_CtoT	241	417	89	331	325	277
P5320_enhancer_mutagenesis_541_CtoG	enhancer_mutagenesis_541_CtoG	1950	1744	469	890	1062	449
P5321_enhancer_mutagenesis_542_TtoA	enhancer_mutagenesis_542_TtoA	15	805	244	17	4	8
P5322_enhancer_mutagenesis_542_TtoC	enhancer_mutagenesis_542_TtoC	43	805	52	57	29	22
P5323_enhancer_mutagenesis_542_TtoG	enhancer_mutagenesis_542_TtoG	23	53	28	4584	154	5
P5324_enhancer_mutagenesis_542_TtoA	enhancer_mutagenesis_542_TtoA	843	481	68	324	928	557
P5325_enhancer_mutagenesis_542_TtoC	enhancer_mutagenesis_542_TtoC	890	1538	613	1606	3659	1604
P5326_enhancer_mutagenesis_542_TtoG	enhancer_mutagenesis_542_TtoG	279	550	53	1381	422	165
P5327_enhancer_mutagenesis_542_TtoA	enhancer_mutagenesis_542_TtoA	5676	851	253	1364	620	1955
P5328_enhancer_mutagenesis_542_TtoC	enhancer_mutagenesis_542_TtoC	506	1106	328	1034	190	170
P5329_enhancer_mutagenesis_542_TtoG	enhancer_mutagenesis_542_TtoG	310	652	124	576	706	392
P5330_enhancer_mutagenesis_543_GtoA	enhancer_mutagenesis_543_GtoA	1068	1926	197	971	306	788
P5331_enhancer_mutagenesis_543_GtoT	enhancer_mutagenesis_543_GtoT	485	783	225	984	760	884
P5332_enhancer_mutagenesis_543_GtoC	enhancer_mutagenesis_543_GtoC	527	571	136	475	1167	321
P5333_enhancer_mutagenesis_543_GtoA	enhancer_mutagenesis_543_GtoA	1477	2011	150	1655	250	407
P5334_enhancer_mutagenesis_543_GtoT	enhancer_mutagenesis_543_GtoT	315	581	43	550	783	1014
P5335_enhancer_mutagenesis_543_GtoC	enhancer_mutagenesis_543_GtoC	558	954	192	1129	778	1236
P5336_enhancer_mutagenesis_543_GtoA	enhancer_mutagenesis_543_GtoA	141	11	36	193	191	97
P5337_enhancer_mutagenesis_543_GtoT	enhancer_mutagenesis_543_GtoT	1211	2927	262	2405	1489	1129
P5338_enhancer_mutagenesis_543_GtoC	enhancer_mutagenesis_543_GtoC	2084	2769	740	3963	3099	2589
P5339_enhancer_mutagenesis_544_TtoA	enhancer_mutagenesis_544_TtoA	2384	4176	1048	3391	2038	2449
P5340_enhancer_mutagenesis_544_TtoC	enhancer_mutagenesis_544_TtoC	892	1392	153	874	1682	2031
P5341_enhancer_mutagenesis_544_TtoG	enhancer_mutagenesis_544_TtoG	826	1284	101	735	1340	591
P5342_enhancer_mutagenesis_544_TtoA	enhancer_mutagenesis_544_TtoA	301	2155	178	1089	648	144
P5343_enhancer_mutagenesis_544_TtoC	enhancer_mutagenesis_544_TtoC	285	708	102	929	493	564
P5344_enhancer_mutagenesis_544_TtoG	enhancer_mutagenesis_544_TtoG	736	1672	248	1011	1240	795
P5345_enhancer_mutagenesis_544_TtoA	enhancer_mutagenesis_544_TtoA	713	2865	388	2222	469	633
P5346_enhancer_mutagenesis_544_TtoC	enhancer_mutagenesis_544_TtoC	2085	3695	2491	3497	3768	3360
P5347_enhancer_mutagenesis_544_TtoG	enhancer_mutagenesis_544_TtoG	1511	4363	330	1911	4074	2016
P5348_enhancer_mutagenesis_545_TtoA	enhancer_mutagenesis_545_TtoA	630	1102	958	2030	1248	2405
P5349_enhancer_mutagenesis_545_TtoC	enhancer_mutagenesis_545_TtoC	2619	3456	654	2539	2679	1195
P5350_enhancer_mutagenesis_545_TtoG	enhancer_mutagenesis_545_TtoG	1101	651	297	1673	914	826
P5351_enhancer_mutagenesis_545_TtoA	enhancer_mutagenesis_545_TtoA	69	186	7	825	254	133
P5352_enhancer_mutagenesis_545_TtoC	enhancer_mutagenesis_545_TtoC	1317	760	227	1070	1135	721
P5353_enhancer_mutagenesis_545_TtoG	enhancer_mutagenesis_545_TtoG	857	442	174	456	525	558
P5354_enhancer_mutagenesis_545_TtoA	enhancer_mutagenesis_545_TtoA	3985	8048	939	5802	4081	4011
P5355_enhancer_mutagenesis_545_TtoC	enhancer_mutagenesis_545_TtoC	822	1628	691	3167	4309	4206
P5356_enhancer_mutagenesis_545_TtoG	enhancer_mutagenesis_545_TtoG	2620	3877	1117	3671	1396	2039
P5357_enhancer_mutagenesis_546_GtoA	enhancer_mutagenesis_546_GtoA	2264	3391	2140	2662	2674	2482
P5358_enhancer_mutagenesis_546_GtoT	enhancer_mutagenesis_546_GtoT	1050	1845	968	3219	1351	2051
P5359_enhancer_mutagenesis_546_GtoC	enhancer_mutagenesis_546_GtoC	1257	2446	420	2058	2320	1726
P5360_enhancer_mutagenesis_546_GtoA	enhancer_mutagenesis_546_GtoA	490	1040	467	1413	189	282
P5361_enhancer_mutagenesis_546_GtoT	enhancer_mutagenesis_546_GtoT	658	593	233	856	408	724
P5362_enhancer_mutagenesis_546_GtoC	enhancer_mutagenesis_546_GtoC	134	393	50	408	313	170
P5363_enhancer_mutagenesis_546_GtoA	enhancer_mutagenesis_546_GtoA	677	406	89	624	127	369
P5364_enhancer_mutagenesis_546_GtoT	enhancer_mutagenesis_546_GtoT	58	52	45	7	57	56
P5365_enhancer_mutagenesis_546_GtoC	enhancer_mutagenesis_546_GtoC	575	1083	39	458	700	542
P5366_enhancer_mutagenesis_547_TtoA	enhancer_mutagenesis_547_TtoA	161	426	201	280	47	103
P5367_enhancer_mutagenesis_547_TtoC	enhancer_mutagenesis_547_TtoC	2577	4081	811	4281	4397	1266
P5368_enhancer_mutagenesis_547_TtoG	enhancer_mutagenesis_547_TtoG	702	695	122	590	629	105
P5369_enhancer_mutagenesis_547_TtoA	enhancer_mutagenesis_547_TtoA	1299	2010	261	5145	712	3139
P5370_enhancer_mutagenesis_547_TtoC	enhancer_mutagenesis_547_TtoC	477	2421	154	1276	898	947
P5371_enhancer_mutagenesis_547_TtoG	enhancer_mutagenesis_547_TtoG	3452	882	84	391	1192	369
P5372_enhancer_mutagenesis_547_TtoA	enhancer_mutagenesis_547_TtoA	339	679	114	1223	512	570
P5373_enhancer_mutagenesis_547_TtoC	enhancer_mutagenesis_547_TtoC	67	1061	6	107	123	322
P5374_enhancer_mutagenesis_547_TtoG	enhancer_mutagenesis_547_TtoG	1090	1336	283	1973	1091	714
P5375_enhancer_mutagenesis_548_TtoA	enhancer_mutagenesis_548_TtoA	277	680	179	1933	475	147
P5376_enhancer_mutagenesis_548_TtoC	enhancer_mutagenesis_548_TtoC	746	1144	318	835	985	559
P5377_enhancer_mutagenesis_548_TtoG	enhancer_mutagenesis_548_TtoG	3833	3234	224	2911	1596	1387
P5378_enhancer_mutagenesis_548_TtoA	enhancer_mutagenesis_548_TtoA	785	608	95	1018	682	706
P5379_enhancer_mutagenesis_548_TtoC	enhancer_mutagenesis_548_TtoC	558	1241	407	1982	649	2107
P5380_enhancer_mutagenesis_548_TtoG	enhancer_mutagenesis_548_TtoG	255	354	49	386	71	104
P5381_enhancer_mutagenesis_548_TtoA	enhancer_mutagenesis_548_TtoA	1115	796	159	1433	1245	904
P5382_enhancer_mutagenesis_548_TtoC	enhancer_mutagenesis_548_TtoC	1093	2366	532	3056	1011	1600
P5383_enhancer_mutagenesis_548_TtoG	enhancer_mutagenesis_548_TtoG	1797	3493	254	2612	1225	1362
P5384_enhancer_mutagenesis_549_AtoT	enhancer_mutagenesis_549_AtoT	1087	661	499	2017	1955	3065
P5385_enhancer_mutagenesis_549_AtoC	enhancer_mutagenesis_549_AtoC	1072	2645	1363	2808	1683	1073
P5386_enhancer_mutagenesis_549_AtoG	enhancer_mutagenesis_549_AtoG	1392	2595	166	4173	1278	1853
P5387_enhancer_mutagenesis_549_AtoT	enhancer_mutagenesis_549_AtoT	2705	2798	404	1459	489	869
P5388_enhancer_mutagenesis_549_AtoC	enhancer_mutagenesis_549_AtoC	2145	1270	353	1762	2913	1049
P5389_enhancer_mutagenesis_549_AtoG	enhancer_mutagenesis_549_AtoG	1408	1123	161	928	505	636
P5390_enhancer_mutagenesis_549_AtoT	enhancer_mutagenesis_549_AtoT	401	141	57	363	36	206
P5391_enhancer_mutagenesis_549_AtoC	enhancer_mutagenesis_549_AtoC	608	1089	255	1166	1378	1006
P5392_enhancer_mutagenesis_549_AtoG	enhancer_mutagenesis_549_AtoG	229	180	48	401	412	73
P5393_enhancer_mutagenesis_550_GtoA	enhancer_mutagenesis_550_GtoA	620	688	27	848	4565	467
P5394_enhancer_mutagenesis_550_GtoT	enhancer_mutagenesis_550_GtoT	650	960	148	1629	1081	445
P5395_enhancer_mutagenesis_550_GtoC	enhancer_mutagenesis_550_GtoC	270	1613	88	798	1326	648
P5396_enhancer_mutagenesis_550_GtoA	enhancer_mutagenesis_550_GtoA	1056	1747	686	1880	2153	3778
P5397_enhancer_mutagenesis_550_GtoT	enhancer_mutagenesis_550_GtoT	1195	1721	546	1084	555	431
P5398_enhancer_mutagenesis_550_GtoC	enhancer_mutagenesis_550_GtoC	68	142	59	8	0	85
P5399_enhancer_mutagenesis_550_GtoA	enhancer_mutagenesis_550_GtoA	111	433	91	699	204	314
P5400_enhancer_mutagenesis_550_GtoT	enhancer_mutagenesis_550_GtoT	584	1308	235	1565	315	410
P5401_enhancer_mutagenesis_550_GtoC	enhancer_mutagenesis_550_GtoC	444	698	145	526	919	784
P5402_enhancer_mutagenesis_551_AtoT	enhancer_mutagenesis_551_AtoT	1251	3036	272	3419	2598	1752
P5403_enhancer_mutagenesis_551_AtoC	enhancer_mutagenesis_551_AtoC	408	1088	14	633	1257	933
P5404_enhancer_mutagenesis_551_AtoG	enhancer_mutagenesis_551_AtoG	2106	3787	579	4174	2939	6829
P5405_enhancer_mutagenesis_551_AtoT	enhancer_mutagenesis_551_AtoT	2	11	10	2	1	1
P5406_enhancer_mutagenesis_551_AtoC	enhancer_mutagenesis_551_AtoC	1832	4477	466	2404	4413	1380
P5407_enhancer_mutagenesis_551_AtoG	enhancer_mutagenesis_551_AtoG	1503	2832	629	1414	249	753
P5408_enhancer_mutagenesis_551_AtoT	enhancer_mutagenesis_551_AtoT	0	1	7	2	3	2
P5409_enhancer_mutagenesis_551_AtoC	enhancer_mutagenesis_551_AtoC	151	139	17	205	90	127
P5410_enhancer_mutagenesis_551_AtoG	enhancer_mutagenesis_551_AtoG	254	957	80	571	805	491
P5411_enhancer_mutagenesis_552_AtoT	enhancer_mutagenesis_552_AtoT	824	2651	240	1979	1645	1736
P5412_enhancer_mutagenesis_552_AtoC	enhancer_mutagenesis_552_AtoC	4983	10373	2053	8721	5293	9339
P5413_enhancer_mutagenesis_552_AtoG	enhancer_mutagenesis_552_AtoG	2292	4715	715	3079	2136	2577
P5414_enhancer_mutagenesis_552_AtoT	enhancer_mutagenesis_552_AtoT	1796	2527	515	2767	1119	2681
P5415_enhancer_mutagenesis_552_AtoC	enhancer_mutagenesis_552_AtoC	1147	1187	171	1364	1633	900
P5416_enhancer_mutagenesis_552_AtoG	enhancer_mutagenesis_552_AtoG	943	794	140	1076	616	677
P5417_enhancer_mutagenesis_552_AtoT	enhancer_mutagenesis_552_AtoT	775	1142	38	778	803	365
P5418_enhancer_mutagenesis_552_AtoC	enhancer_mutagenesis_552_AtoC	28	12	0	11	5	1
P5419_enhancer_mutagenesis_552_AtoG	enhancer_mutagenesis_552_AtoG	592	944	163	745	1164	824
P5420_enhancer_mutagenesis_553_GtoA	enhancer_mutagenesis_553_GtoA	2781	5959	716	6344	2695	7332
P5421_enhancer_mutagenesis_553_GtoT	enhancer_mutagenesis_553_GtoT	571	970	77	828	1145	592
P5422_enhancer_mutagenesis_553_GtoC	enhancer_mutagenesis_553_GtoC	1866	4893	586	3350	1551	1600
P5423_enhancer_mutagenesis_553_GtoA	enhancer_mutagenesis_553_GtoA	115	324	28	84	23	95
P5424_enhancer_mutagenesis_553_GtoT	enhancer_mutagenesis_553_GtoT	1247	2720	304	3438	1932	2049
P5425_enhancer_mutagenesis_553_GtoC	enhancer_mutagenesis_553_GtoC	805	1855	170	2897	2142	2738
P5426_enhancer_mutagenesis_553_GtoA	enhancer_mutagenesis_553_GtoA	1104	2645	324	1839	2010	2167
P5427_enhancer_mutagenesis_553_GtoT	enhancer_mutagenesis_553_GtoT	1293	3484	542	1703	657	715
P5428_enhancer_mutagenesis_553_GtoC	enhancer_mutagenesis_553_GtoC	1000	628	285	781	311	432
P5429_enhancer_mutagenesis_554_TtoA	enhancer_mutagenesis_554_TtoA	2895	3944	767	4481	3637	3579
P5430_enhancer_mutagenesis_554_TtoC	enhancer_mutagenesis_554_TtoC	2420	4007	899	3788	2663	1533
P5431_enhancer_mutagenesis_554_TtoG	enhancer_mutagenesis_554_TtoG	2557	3414	413	2647	3008	3041
P5432_enhancer_mutagenesis_554_TtoA	enhancer_mutagenesis_554_TtoA	1530	1852	635	4077	2901	2343
P5433_enhancer_mutagenesis_554_TtoC	enhancer_mutagenesis_554_TtoC	2	24	3	7	12	5
P5434_enhancer_mutagenesis_554_TtoG	enhancer_mutagenesis_554_TtoG	655	653	30	375	123	493
P5435_enhancer_mutagenesis_554_TtoA	enhancer_mutagenesis_554_TtoA	4326	2369	568	2450	2139	4651
P5436_enhancer_mutagenesis_554_TtoC	enhancer_mutagenesis_554_TtoC	386	885	223	202	893	237
P5437_enhancer_mutagenesis_554_TtoG	enhancer_mutagenesis_554_TtoG	249	521	33	349	56	457
P5438_enhancer_mutagenesis_555_AtoT	enhancer_mutagenesis_555_AtoT	4581	4403	575	2784	936	6126
P5439_enhancer_mutagenesis_555_AtoC	enhancer_mutagenesis_555_AtoC	1821	2723	952	3271	873	1361
P5440_enhancer_mutagenesis_555_AtoG	enhancer_mutagenesis_555_AtoG	2841	6072	1047	5250	4696	2926
P5441_enhancer_mutagenesis_555_AtoT	enhancer_mutagenesis_555_AtoT	1114	2653	237	1840	4012	4488
P5442_enhancer_mutagenesis_555_AtoC	enhancer_mutagenesis_555_AtoC	39	384	27	695	66	13
P5443_enhancer_mutagenesis_555_AtoG	enhancer_mutagenesis_555_AtoG	23	6	0	0	2	11
P5444_enhancer_mutagenesis_555_AtoT	enhancer_mutagenesis_555_AtoT	789	1271	513	1152	695	1089
P5445_enhancer_mutagenesis_555_AtoC	enhancer_mutagenesis_555_AtoC	2349	3538	618	2633	1614	843
P5446_enhancer_mutagenesis_555_AtoG	enhancer_mutagenesis_555_AtoG	1402	2397	163	1167	1612	441
P5447_enhancer_mutagenesis_556_CtoA	enhancer_mutagenesis_556_CtoA	259	557	98	359	1857	332
P5448_enhancer_mutagenesis_556_CtoT	enhancer_mutagenesis_556_CtoT	1761	3759	474	1008	350	1109
P5449_enhancer_mutagenesis_556_CtoG	enhancer_mutagenesis_556_CtoG	1866	4832	1876	3592	1879	3674
P5450_enhancer_mutagenesis_556_CtoA	enhancer_mutagenesis_556_CtoA	601	1409	218	1628	1309	661
P5451_enhancer_mutagenesis_556_CtoT	enhancer_mutagenesis_556_CtoT	906	3846	305	3112	3753	2396
P5452_enhancer_mutagenesis_556_CtoG	enhancer_mutagenesis_556_CtoG	0	0	1	0	1	1
P5453_enhancer_mutagenesis_556_CtoA	enhancer_mutagenesis_556_CtoA	3315	1402	2021	2496	909	542
P5454_enhancer_mutagenesis_556_CtoT	enhancer_mutagenesis_556_CtoT	1817	1952	579	3644	2273	1524
P5455_enhancer_mutagenesis_556_CtoG	enhancer_mutagenesis_556_CtoG	1339	1037	451	1093	383	913
P5456_enhancer_mutagenesis_557_CtoA	enhancer_mutagenesis_557_CtoA	1363	2365	1215	2258	2873	2033
P5457_enhancer_mutagenesis_557_CtoT	enhancer_mutagenesis_557_CtoT	3269	3992	723	3618	2535	2539
P5458_enhancer_mutagenesis_557_CtoG	enhancer_mutagenesis_557_CtoG	1221	1234	416	2000	1670	1382
P5459_enhancer_mutagenesis_557_CtoA	enhancer_mutagenesis_557_CtoA	2641	4523	1797	4670	3750	3827
P5460_enhancer_mutagenesis_557_CtoT	enhancer_mutagenesis_557_CtoT	563	2130	451	2202	2307	1751
P5461_enhancer_mutagenesis_557_CtoG	enhancer_mutagenesis_557_CtoG	108	432	83	347	59	1128
P5462_enhancer_mutagenesis_557_CtoA	enhancer_mutagenesis_557_CtoA	423	446	244	820	340	229
P5463_enhancer_mutagenesis_557_CtoT	enhancer_mutagenesis_557_CtoT	1122	4378	755	1616	4651	956
P5464_enhancer_mutagenesis_557_CtoG	enhancer_mutagenesis_557_CtoG	2825	2866	1234	3608	2272	5475
P5465_enhancer_mutagenesis_558_TtoA	enhancer_mutagenesis_558_TtoA	2301	4130	505	5122	2427	1520
P5466_enhancer_mutagenesis_558_TtoC	enhancer_mutagenesis_558_TtoC	2191	1857	258	2405	1807	1715
P5467_enhancer_mutagenesis_558_TtoG	enhancer_mutagenesis_558_TtoG	1598	5230	491	5729	2690	2788
P5468_enhancer_mutagenesis_558_TtoA	enhancer_mutagenesis_558_TtoA	1147	1821	347	2886	5040	1950
P5469_enhancer_mutagenesis_558_TtoC	enhancer_mutagenesis_558_TtoC	286	598	349	857	1304	641
P5470_enhancer_mutagenesis_558_TtoG	enhancer_mutagenesis_558_TtoG	500	1608	185	1861	1705	518
P5471_enhancer_mutagenesis_558_TtoA	enhancer_mutagenesis_558_TtoA	1211	1286	362	1618	3412	1531
P5472_enhancer_mutagenesis_558_TtoC	enhancer_mutagenesis_558_TtoC	1961	1905	559	1362	2300	2973
P5473_enhancer_mutagenesis_558_TtoG	enhancer_mutagenesis_558_TtoG	348	400	54	252	473	91
P5474_enhancer_mutagenesis_559_GtoA	enhancer_mutagenesis_559_GtoA	995	287	142	285	188	746
P5475_enhancer_mutagenesis_559_GtoT	enhancer_mutagenesis_559_GtoT	480	627	192	503	484	955
P5476_enhancer_mutagenesis_559_GtoC	enhancer_mutagenesis_559_GtoC	664	316	75	334	869	359
P5477_enhancer_mutagenesis_559_GtoA	enhancer_mutagenesis_559_GtoA	1002	3299	848	3408	1487	2213
P5478_enhancer_mutagenesis_559_GtoT	enhancer_mutagenesis_559_GtoT	335	2102	258	1708	1242	1122
P5479_enhancer_mutagenesis_559_GtoC	enhancer_mutagenesis_559_GtoC	1302	852	279	2191	2954	1400
P5480_enhancer_mutagenesis_559_GtoA	enhancer_mutagenesis_559_GtoA	235	519	52	345	25	1071
P5481_enhancer_mutagenesis_559_GtoT	enhancer_mutagenesis_559_GtoT	24	755	2	37	73	3
P5482_enhancer_mutagenesis_559_GtoC	enhancer_mutagenesis_559_GtoC	2807	4139	682	2398	2164	3265
P5483_enhancer_mutagenesis_560_CtoA	enhancer_mutagenesis_560_CtoA	588	1733	184	1306	685	798
P5484_enhancer_mutagenesis_560_CtoT	enhancer_mutagenesis_560_CtoT	254	1538	105	225	489	510
P5485_enhancer_mutagenesis_560_CtoG	enhancer_mutagenesis_560_CtoG	647	1316	201	1276	1031	2112
P5486_enhancer_mutagenesis_560_CtoA	enhancer_mutagenesis_560_CtoA	4541	3684	619	4442	3402	6980
P5487_enhancer_mutagenesis_560_CtoT	enhancer_mutagenesis_560_CtoT	2122	4058	478	4731	3890	2718
P5488_enhancer_mutagenesis_560_CtoG	enhancer_mutagenesis_560_CtoG	2702	5410	1310	6324	5026	3376
P5489_enhancer_mutagenesis_560_CtoA	enhancer_mutagenesis_560_CtoA	1383	2341	689	1411	1554	826
P5490_enhancer_mutagenesis_560_CtoT	enhancer_mutagenesis_560_CtoT	1684	3879	512	3736	2515	1290
P5491_enhancer_mutagenesis_560_CtoG	enhancer_mutagenesis_560_CtoG	1862	3469	752	544	2087	1383
P5492_enhancer_mutagenesis_561_CtoA	enhancer_mutagenesis_561_CtoA	559	927	120	1219	914	1415
P5493_enhancer_mutagenesis_561_CtoT	enhancer_mutagenesis_561_CtoT	589	602	186	421	559	489
P5494_enhancer_mutagenesis_561_CtoG	enhancer_mutagenesis_561_CtoG	125	310	28	160	103	6
P5495_enhancer_mutagenesis_561_CtoA	enhancer_mutagenesis_561_CtoA	86	469	40	394	723	345
P5496_enhancer_mutagenesis_561_CtoT	enhancer_mutagenesis_561_CtoT	3102	3351	607	4354	2718	2831
P5497_enhancer_mutagenesis_561_CtoG	enhancer_mutagenesis_561_CtoG	217	415	133	2588	291	396
P5498_enhancer_mutagenesis_561_CtoA	enhancer_mutagenesis_561_CtoA	1586	1995	417	1057	1922	4900
P5499_enhancer_mutagenesis_561_CtoT	enhancer_mutagenesis_561_CtoT	2768	4772	912	6384	1719	5417
P5500_enhancer_mutagenesis_561_CtoG	enhancer_mutagenesis_561_CtoG	2331	2163	292	1623	4120	1509
P5501_enhancer_mutagenesis_562_TtoA	enhancer_mutagenesis_562_TtoA	661	2118	240	1011	468	817
P5502_enhancer_mutagenesis_562_TtoC	enhancer_mutagenesis_562_TtoC	414	801	92	382	591	837
P5503_enhancer_mutagenesis_562_TtoG	enhancer_mutagenesis_562_TtoG	249	512	89	295	129	146
P5504_enhancer_mutagenesis_562_TtoA	enhancer_mutagenesis_562_TtoA	798	1958	649	1677	1315	2281
P5505_enhancer_mutagenesis_562_TtoC	enhancer_mutagenesis_562_TtoC	1193	776	588	1657	340	2266
P5506_enhancer_mutagenesis_562_TtoG	enhancer_mutagenesis_562_TtoG	1944	3962	606	6307	3269	3214
P5507_enhancer_mutagenesis_562_TtoA	enhancer_mutagenesis_562_TtoA	642	807	157	1161	905	745
P5508_enhancer_mutagenesis_562_TtoC	enhancer_mutagenesis_562_TtoC	558	807	59	1247	395	358
P5509_enhancer_mutagenesis_562_TtoG	enhancer_mutagenesis_562_TtoG	1394	1359	172	977	781	413
P5510_enhancer_mutagenesis_563_AtoT	enhancer_mutagenesis_563_AtoT	1226	3694	324	3561	4227	3021
